ID	DOCULECT	CONCEPT	CONCEPT_IN_SOURCE	VALUE	FORM	TOKENS	MORPHEMES	COGID	COGIDS	RATLIFF_COGID	RATLIFF_TOKENS	TONE_CLASS	TONE_VALUE	CROSSIDS	NOTE
902	BiaoMin	CARRY ON BACK	carry on back			k l a ³⁵ + ts i ⁵³	_carry CARRY	0	884 885	0		阴上 阴入.*阴上.*阳上	³⁵ ⁵³	884 885	!remove!
903	ZaoMin	CARRY ON BACK	carry on back			l ai ⁴⁴ + b e ⁴²	CARRY _carry	374	889 892			阴平.阳上.阴入.*阴平 阴去.*阴上.*阳上	⁴⁴ ⁴²	889 892	
3630	EasternLuobuohe	CARRY ON BACK	carry on back			ʔ u ³³	CARRY	0	888			阴入.阳入.*阴平	³³	888	!remove!
3631	WesternLuobuohe	CARRY ON BACK	carry on back			ʔ u ³¹	CARRY	0	6776			阴平.阳平.阴入.阳入.*阳平	³¹	6776	!remove!
3632	SouthernGuizhouChuanqiandian	CARRY ON BACK	carry on back			ʔ u ⁴²	CARRY	0	6774			阴上.*阴上.*阳上	⁴²	6774	!remove!
3633	SouthernGuizhouChuanqiandian	CARRY ON BACK	carry on back			ʈ ɯ ⁴⁴	CARRY	374	885			阴入	⁴⁴	885	
3634	WesternXiangxi	CARRY ON BACK	carry on back			p u ²²	CARRY	0	894			0	²²	894	!remove!
3635	NorthernQiandong	CARRY ON BACK	carry on back			ʔ a ⁵³	CARRY	0	888			阳平.*阴上.*阳上	⁵³	888	!remove!
3636	WesternBaheng	CARRY ON BACK	carry on back			ʔ e ³⁵	CARRY	0	6775			阴平	³⁵	6775	!remove!
3637	EasternBaheng	CARRY ON BACK	carry on back			t j e ³⁵	CARRY	0	885			阴平.*阴去.*阴入.*阳入	³⁵	885	!remove!
3638	Jiongnai	CARRY ON BACK	carry on back			t i ⁵³	CARRY	0	885			阴上.*阴上.*阳上	⁵³	885	!remove!
3639	Mien	CARRY ON BACK	carry on back			ȵ e ²⁴	CARRY	627	893	627	ȵ a ⁵¹	阴去	²⁴	893	
3640	KimMun	CARRY ON BACK	carry on back			ȵ a ⁵⁵	CARRY	627	893	627	ȵ a ⁵	阴上.阳上.阴入.阳入	⁵⁵	893	
3641	BiaoMin	CARRY ON BACK	carry on back			ȵ a ³⁵	CARRY	627	893	627	ȵ a ³	阴上	³⁵	893	
3642	ZaoMin	CARRY ON BACK	carry on back			b a ⁴⁴	CARRY	0	895			阴平.阳上.阴入.*阴平	⁴⁴	895	!remove!
1075	EasternLuobuohe	GALL BLADDER	gall bladder			kʰ u ⁵⁵ + t ɛ ⁵⁵	_gall GALL	528	2663 2664	528	ts e ᴬ/¹	阴上.阳上.*阴上.*阳上 阴上.阳上.*阴上.*阳上	⁵⁵ ⁵⁵	2663 2664	
1076	WesternLuobuohe	GALL BLADDER	gall bladder			t ə ⁰/² + ts e ³¹	_gall GALL	528	2666 2664	528	ts e ᴬ/¹	轻声 阴平.阳平.阴入.阳入.*阳平	⁰/² ³¹	2666 2664	
1077	SouthernGuizhouChuanqiandian	GALL BLADDER	gall bladder			s ei ³²	GALL	528	2664	528	s ei ¹ᵃ/¹	阴平	³²	2664	
1078	WesternXiangxi	GALL BLADDER	gall bladder			q o ³⁵ + tɕ i ³⁵	_gall GALL	528	2663 2664	528	tɕ i ¹	阴平 阴平	³⁵ ³⁵	2663 2664	
1079	NorthernQiandong	GALL BLADDER	gall bladder			ɕ i n ³³	GALL	528	2662	528	ɕ e n ¹	阴平.*阴平	³³	2662	
1080	WesternBaheng	GALL BLADDER	gall bladder			ʔ a ⁰/³ + tɕ ei ³⁵	_gall GALL	528	2665 2664	528	tɕ e ¹	轻声 阴平	⁰/³ ³⁵	2665 2664	
1081	EasternBaheng	GALL BLADDER	gall bladder			l a ⁰/³ + ʑ i ŋ ³⁵	_gall GALL	528	2661 2662	528	tɕ e ¹	轻声 阴平.*阴去.*阴入.*阳入	⁰/³ ³⁵	2661 2662	
1082	Jiongnai	GALL BLADDER	gall bladder			t əu ⁵⁵	GALL	528	2664			阴入	⁵⁵	2664	
1083	Mien	GALL BLADDER	gall bladder			t aː m ⁵³	GALL	528	2660			阴上	⁵³	2660	
1084	KimMun	GALL BLADDER	gall bladder			ˀt aː m ⁵¹	GALL	528	2660			阴上.阳上.*阴上.*阳上	⁵¹	2660	
1085	BiaoMin	GALL BLADDER	gall bladder			t a n ³⁵	GALL	528	2660			阴上	³⁵	2660	
1086	ZaoMin	GALL BLADDER	gall bladder			t eu ⁴⁴	GALL	528	2664	528	t ɛu ¹	阴平.阳上.阴入.*阴平	⁴⁴	2664	
1099	EasternLuobuohe	FAECES (EXCREMENT)	excrement			q o ⁰/⁵ + q a ⁵⁵	_faeces FAECES	764	2075 2074	764	q a ᴮ/²	轻声 阴上.阳上.*阴上.*阳上	⁰/⁵ ⁵⁵	2075 2074	
1100	WesternLuobuohe	FAECES (EXCREMENT)	excrement			ʔ ə ⁰/² + q ɑ ⁵⁵	_faeces FAECES	764	2078 2074	764	q a ᴮ/²	轻声 阴上.阳上.*阴平.*阴上.*阳上	⁰/² ⁵⁵	2078 2074	
1101	SouthernGuizhouChuanqiandian	FAECES (EXCREMENT)	excrement			h a ⁴²	FAECES	764	2077	764	h a ³ᵃ/³	阴上.*阴上.*阳上	⁴²	2077	
1102	WesternXiangxi	FAECES (EXCREMENT)	excrement			q ɑ ⁴⁴	FAECES	764	2074	764	q ɑ ³	阴上.阴入.*阴平	⁴⁴	2074	
1103	NorthernQiandong	FAECES (EXCREMENT)	excrement			q a ³⁵	FAECES	764	2074	764	q a ³	阴上	³⁵	2074	
1104	WesternBaheng	FAECES (EXCREMENT)	excrement			q a ³¹	FAECES	764	2074	764	k a ³	阴上	³¹	2074	
1105	EasternBaheng	FAECES (EXCREMENT)	excrement			q a ³¹³	FAECES	764	2074	764	k a ³	阴上.*阴上	³¹³	2074	
1106	Jiongnai	FAECES (EXCREMENT)	excrement			k a ⁵³	FAECES	764	2074	764	k a ³	阴上.*阴上.*阳上	⁵³	2074	
1107	Mien	FAECES (EXCREMENT)	excrement			g ai ⁵³	FAECES	764	2074	764	d ai ³	阴上	⁵³	2074	
1108	KimMun	FAECES (EXCREMENT)	excrement			d ai ⁵¹	FAECES	764	2076	764	d ai ³	阴上.阳上.*阴上.*阳上	⁵¹	2076	
1109	BiaoMin	FAECES (EXCREMENT)	excrement			k ai ³⁵	FAECES	764	2074	764	k ai ³	阴上	³⁵	2074	
1110	ZaoMin	FAECES (EXCREMENT)	excrement			k ai ²⁴	FAECES	764	2074	764	k ai ³	阴上.*阳平	²⁴	2074	
1123	EasternLuobuohe	URINE	urine			q o ⁰/⁵ + j ɛ ⁵⁵	_urine URINE	465	6269 6270	465	wj/ɥ a ᴮ/²	轻声 阴上.阳上.*阴上.*阳上	⁰/⁵ ⁵⁵	6269 6270	
1124	WesternLuobuohe	URINE	urine			ʔ ə ⁰/² + j æ ⁵⁵	_urine URINE	465	6272 6270	465	wj/ɥ a ᴮ/²	轻声 阴上.阳上.*阴平.*阴上.*阳上	⁰/² ⁵⁵	6272 6270	
1125	SouthernGuizhouChuanqiandian	URINE	urine			ʐ ɿ ¹¹	URINE	465	6271	465	ʐ ɪ ⁴	阳上	¹¹	6271	
1126	WesternXiangxi	URINE	urine			ʐ ɑ ²²	URINE	465	6271	465	ʐ ɑ ⁴	0	²²	6271	
1127	NorthernQiandong	URINE	urine			v a ¹¹	URINE	465	6268	465	v a ⁴	阳上	¹¹	6268	
1128	WesternBaheng	URINE	urine			ʔ a ŋ ³⁵ + w i ¹¹	_urine URINE	465	6267 6268	465	v e ⁴	阴平 阳上	³⁵ ¹¹	6267 6268	
1129	EasternBaheng	URINE	urine			ʔ a ŋ ³⁵ + w e ¹¹	_urine URINE	465	6267 6268	465	v e ⁴	阴平.*阴去.*阴入.*阳入 阳上	³⁵ ¹¹	6267 6268	
1130	Jiongnai	URINE	urine			ⁿk w ei ³¹	URINE	465	6268	465	ⁿk w e ⁴	阳上.*阳平	³¹	6268	
1131	Mien	URINE	urine			wj/ɥ e ²¹³	URINE	465	6270	465	w a ⁴	0	²¹³	6270	
1132	KimMun	URINE	urine			v a ²³¹	URINE	465	6268	465	v a ⁴	0	²³¹	6268	
1133	BiaoMin	URINE	urine			l ɔ ⁴²	URINE	465	6266	465	l ɔ ⁴	阳上.阳去	⁴²	6266	
1134	ZaoMin	URINE	urine			v j a ⁴⁴	URINE	465	6268	465	v j ɛ ⁴	阴平.阳上.阴入.*阴平	⁴⁴	6268	
1147	EasternLuobuohe	BOVINE	wild cattle (bovine)			q o ⁰/⁵ + ʑ u ⁵⁵	_bovine BOVINE	653	617 618	653	ʑ u ᴮ/²	轻声 阴上.阳上.*阴上.*阳上	⁰/⁵ ⁵⁵	617 618	
1148	WesternLuobuohe	BOVINE	wild cattle (bovine)			t ə ⁰/² + ʑ u ⁵⁵	_bovine BOVINE	653	619 618	653	ʑ u ᴮ/²	轻声 阴上.阳上.*阴平.*阴上.*阳上	⁰/² ⁵⁵	619 618	
1149	SouthernGuizhouChuanqiandian	BOVINE	wild cattle (bovine)			ŋ u ⁵³	BOVINE	376	616			阳平	⁵³	616	
1150	WesternXiangxi	BOVINE	wild cattle (bovine)			t ɑ ³⁵ + ʑ u ²²	_bovine BOVINE	653	619 618	653	ʑ u ⁴	阴平 0	³⁵ ²²	619 618	
1151	NorthernQiandong	BOVINE	wild cattle (bovine)			nʲ i n ⁵⁵	BOVINE	376	616			0	⁵⁵	616	
1152	NorthernQiandong	BOVINE	wild cattle (bovine)			l j o ³⁵	BOVINE	0	620			阴上	³⁵	620	!remove!
1153	WesternBaheng	BOVINE	wild cattle (bovine)			ŋ̍ */ə ŋ ³³	BOVINE	376	616			阳平	³³	616	
1154	EasternBaheng	BOVINE	wild cattle (bovine)			ŋ̍ */ə ŋ ³³	BOVINE	376	616			阳平.*阳平	³³	616	
1155	Jiongnai	BOVINE	wild cattle (bovine)			ŋ j o ³³	BOVINE	376	616			阳平	³³	616	
1156	Mien	BOVINE	wild cattle (bovine)			ŋ u ŋ ³¹	BOVINE	376	616			阳平	³¹	616	
1157	KimMun	BOVINE	wild cattle (bovine)			ŋ oː ŋ ³³	BOVINE	376	616			阴平.阳平.*阴平	³³	616	
1158	BiaoMin	BOVINE	wild cattle (bovine)			ȵ u ŋ ³¹	BOVINE	376	616			阳平.*阳平	³¹	616	
1159	ZaoMin	BOVINE	wild cattle (bovine)			ŋ̊ */ə ŋ ⁵³	BOVINE	376	616			阳平.*阴去.*阳去	⁵³	616	
1160	EasternLuobuohe	WATER BUFFALO	buffalo			q o ⁰/⁵ + ȵ i ³¹	_water WATER	687	6437 6435	687	ȵ e n ᴬ/¹	轻声 阴平.阳平.*阳平	⁰/⁵ ³¹	6437 3142	
1161	WesternLuobuohe	WATER BUFFALO	buffalo			t ə ⁰/² + ȵ i n ³¹	_water WATER	687	6440 6435	687	ȵ e n ᴬ/¹	轻声 阴平.阳平.阴入.阳入.*阳平	⁰/² ³¹	619 3142	
1162	SouthernGuizhouChuanqiandian	WATER BUFFALO	buffalo			t ɯ ²¹	WATER	485	6440	687	ŋ o ŋ ²	阳入.*阳平	²¹	619	
1163	WesternXiangxi	WATER BUFFALO	buffalo			t ɑ ³⁵ + ȵ e ³¹	_water WATER	687	6440 6435	687	ȵ e ²	阴平 阳平.*阳平	³⁵ ³¹	619 3142	
1164	NorthernQiandong	WATER BUFFALO	buffalo			nʲ i n ⁵⁵	WATER	687	6435	687	ȵ e n ²	0	⁵⁵	3142	
1165	WesternBaheng	WATER BUFFALO	buffalo			ŋ̍ */ə ŋ ³³ + ʔ a ŋ ³⁵	WATER _water	687	6435 6436	687	ŋ */ə */ŋ ²	阳平 阴平	³³ ³⁵	3142 6267	
1166	EasternBaheng	WATER BUFFALO	buffalo			ŋ̍ */ə ŋ ³³ + ʔ a ŋ ³⁵	WATER _water	687	6435 6436	687	ŋ */ə */ŋ ²	阳平.*阳平 阴平.*阴去.*阴入.*阳入	³³ ³⁵	3142 6267	
1167	Jiongnai	WATER BUFFALO	buffalo			ŋ j o ³³ + w i ³⁵	WATER _water	687	6435 6438	687	ȵ ɔ ²	阳平 阴去.*阴去.*阳去	³³ ³⁵	3142 6438	
1168	Mien	WATER BUFFALO	buffalo			s ui ⁵³ + ŋ u ŋ ³¹	_water WATER	687	6434 6435	687	ŋ o ŋ ²	阴上 阳平	⁵³ ³¹	6434 3142	
1169	KimMun	WATER BUFFALO	buffalo			ŋ oː ŋ ³³ + b u ³⁵	WATER _water	687	6435 6439	687	ŋ ɔː ŋ ²	阴平.阳平.*阴平 阴平.阳平.阴入.阳入	³³ ³⁵	3142 6439	
1170	BiaoMin	WATER BUFFALO	buffalo			s ui ³⁵ + ȵ u ŋ ³¹	_water WATER	687	6434 6435	687	ȵ u ŋ ²	阴上 阳平.*阳平	³⁵ ³¹	6434 3142	
1171	ZaoMin	WATER BUFFALO	buffalo			t a m ⁵³ + b j a ²⁴	WATER _water	485	6441 6442	687	ŋ */ə */ŋ ²	阳平.*阴去.*阳去 阴上.*阳平	⁵³ ²⁴	6441 6442	
1184	EasternLuobuohe	HOOF	hoof			t ə ⁰/² + k u ²⁴	_HOOF hoof	378	3098 3100			轻声 阴去.阳去.*阴去.*阳去	⁰/² ²⁴	6320 3100	
1185	WesternLuobuohe	HOOF	hoof			t ə ⁰/² + ⁿqʰ ɛ ³¹	_HOOF hoof	378	3098 3100			轻声 阴平.阳平.阴入.阳入.*阳平	⁰/² ³¹	6320 3100	
1186	SouthernGuizhouChuanqiandian	HOOF	hoof			ʈ ɔ ⁴⁴	HOOF	233	3098			阴入	⁴⁴	6320	
1187	WesternXiangxi	HOOF	hoof			q o ³⁵ + ʈ a ⁵³	_hoof HOOF	233	3100 3098			阴平 *阴上.*阳上	³⁵ ⁵³	3100 6320	
1188	NorthernQiandong	HOOF	hoof			tɕʰ i n ⁴⁴	HOOF	233	3101			阴去	⁴⁴	3101	
1189	WesternBaheng	HOOF	hoof			p o ³³ + l u ³⁵	_hoof HOOF	233	3102 3099			阳平 阴平	³³ ³⁵	3102 3099	
1190	EasternBaheng	HOOF	hoof			l a ⁰/³ + ts au ³⁵ + ŋ */ə ŋ̍ ³³	_hoof _hoof HOOF	487	3099 3100 3097			轻声 阴平.*阴去.*阴入.*阳入 阳平.*阳平	⁰/³ ³⁵ ³³	3099 3100 3097	
1191	Jiongnai	HOOF	hoof			ŋ j o ³³ + ɬ ai ⁴⁴	_HOOF hoof	233	3097 3099	233	t ei ²	阳平 阴平.*阴平	³³ ⁴⁴	3097 3099	
1192	Mien	HOOF	hoof			ŋ u ŋ ³¹ + t ei ³¹	_hoof HOOF	233	3097 3098	233	t ei ²	阳平 阳平	³¹ ³¹	3097 6320	
1193	KimMun	HOOF	hoof			ˀt ei ³³	HOOF	233	3098	233	t ei ²	阴平.阳平.*阴平	³³	6320	
1194	BiaoMin	HOOF	hoof			ȵ u ŋ ³¹ + t ei ³¹	_hoof HOOF	233	3097 3098	233	t əi ²	阳平.*阳平 阳平.*阳平	³¹ ³¹	3097 6320	
1195	ZaoMin	HOOF	hoof			d i ⁴²	HOOF	233	3098	233	t ɛi ²	阴去.*阴上.*阳上	⁴²	6320	
1220	EasternLuobuohe	CAPRINE (GOAT OR SHEEP)	sheep (general)			q o ⁰/⁵ + ʑ u ŋ ³¹	_caprine CAPRINE	651	869 868	651	ʑ i ᴬ/¹	轻声 阴平.阳平.*阳平	⁰/⁵ ³¹	869 868	
1221	WesternLuobuohe	CAPRINE (GOAT OR SHEEP)	sheep (general)			ʔ ə ⁰/² + ʑ o ŋ ³¹	_caprine CAPRINE	651	875 868	651	ʑ i ᴬ/¹	轻声 阴平.阳平.阴入.阳入.*阳平	⁰/² ³¹	875 868	
1222	SouthernGuizhouChuanqiandian	CAPRINE (GOAT OR SHEEP)	sheep (general)			s ei ¹³	CAPRINE	651	872	651	ʑ a ŋ ²	阳去.阴入.*阴去.*阳去	¹³	872	
1223	WesternXiangxi	CAPRINE (GOAT OR SHEEP)	sheep (general)			t ɑ ³⁵ + ʑ o ŋ ³¹	_caprine CAPRINE	651	876 868	651	ʑ o ŋ ²	阴平 阳平.*阳平	³⁵ ³¹	876 868	
1224	NorthernQiandong	CAPRINE (GOAT OR SHEEP)	sheep (general)			l j i ³⁵	CAPRINE	651	871	651	ʑ o ŋ ²	阴上	³⁵	871	
1225	WesternBaheng	CAPRINE (GOAT OR SHEEP)	sheep (general)			h i ³⁵ + h i ³⁵	CAPRINE _caprine	490	873 874			阴平 阴平	³⁵ ³⁵	873 874	
1226	EasternBaheng	CAPRINE (GOAT OR SHEEP)	sheep (general)			ʑ u ŋ ¹¹	CAPRINE	651	868			阳上	¹¹	868	
1227	Jiongnai	CAPRINE (GOAT OR SHEEP)	sheep (general)			j a ŋ ³³	CAPRINE	651	870	651	j ɐ ŋ ²	阳平	³³	870	
1228	Mien	CAPRINE (GOAT OR SHEEP)	sheep (general)			ʑ u ŋ ³¹	CAPRINE	651	868	651	j u ŋ ²	阳平	³¹	868	
1229	KimMun	CAPRINE (GOAT OR SHEEP)	sheep (general)			z uː ŋ ³³	CAPRINE	651	868	651	j uː ŋ ²	阴平.阳平.*阴平	³³	868	
1230	BiaoMin	CAPRINE (GOAT OR SHEEP)	sheep (general)			ʑ u/w ə ³¹	CAPRINE	651	867	651	wj/ɥ ə ²	阳平.*阳平	³¹	867	
1231	ZaoMin	CAPRINE (GOAT OR SHEEP)	sheep (general)			ʑ i ŋ ⁵³	CAPRINE	651	868	651	dz i ŋ ²	阳平.*阴去.*阳去	⁵³	868	
1293	EasternLuobuohe	COMB OF BIRD	comb of cock			t ə ⁰/² + ˀw ɛ ³³ + q ɛ ³¹	_comb _comb COMB	99	1296 1298 1294	99	ˀw e ᴬ/¹	轻声 阴入.阳入.*阴平 阴平.阳平.*阳平	⁰/² ³³ ³¹	6610 1298 1294	
1294	WesternLuobuohe	COMB OF BIRD	comb of cock			t ə ⁰/² + ˀw æ ³¹	COMB _comb	99	1296 1298	99	ˀw e ᴬ/¹	轻声 阴平.阳平.阴入.阳入.*阳平	⁰/² ³¹	6610 1298	
1295	SouthernGuizhouChuanqiandian	COMB OF BIRD	comb of cock			ʔ ei ³² + h e ³²	COMB _comb	379	1301 1302			阴平 阴平	³² ³²	1301 1302	
1296	WesternXiangxi	COMB OF BIRD	comb of cock			k w ɛ ⁴⁴ + ⁿʈ ɑ ³⁵ + q a ³⁵	comb _comb _COMB	99	1295 1296 1294			阴上.阴入.*阴平 阴平 阴平	⁴⁴ ³⁵ ³⁵	1295 6610 1294	
1297	NorthernQiandong	COMB OF BIRD	comb of cock			n̥ j i ³³ + q ei ³³	_comb COMB	99	1300 1294			阴平.*阴平 阴平.*阴平	³³ ³³	1300 1294	
1298	WesternBaheng	COMB OF BIRD	comb of cock			q a ⁰/³ + j i ³⁵ + q e ³⁵	_comb _comb COMB	99	1303 1297 1294			轻声 阴平 阴平	⁰/³ ³⁵ ³⁵	1303 1297 1294	
1299	EasternBaheng	COMB OF BIRD	comb of cock			tʰ o ³⁵ + ʑ i ³⁵	_COMB comb	379	1296 1297			阴平.*阴去.*阴入.*阳入 阴平.*阴去.*阴入.*阳入	³⁵ ³⁵	6610 1297	
1300	Jiongnai	COMB OF BIRD	comb of cock			k ai ⁴⁴ + ⁿtʃ u ŋ ³³	_COMB comb	379	1294 1299			阴平.*阴平 阳平	⁴⁴ ³³	1294 1299	
1301	Mien	COMB OF BIRD	comb of cock			tɕ ai ³³ + g u n ²⁴	COMB _comb	99	1294 1295			阴平 阴去	³³ ²⁴	1294 1295	
1302	KimMun	COMB OF BIRD	comb of cock			tʃ ai ³⁵ + k w a n ³⁵	_comb COMB	99	1296 1295			阴平.阳平.阴入.阳入 阴平.阳平.阴入.阳入	³⁵ ³⁵	6610 1295	
1303	BiaoMin	COMB OF BIRD	comb of cock			tɕ i ³³ + g w a n ³³	_COMB comb	99	1294 1295			阴平.*阴平 阴平.*阴平	³³ ³³	1294 1295	
1304	ZaoMin	COMB OF BIRD	comb of cock			k ui ⁴⁴ + v o n ⁴⁴	COMB _comb	99	1294 1295	99	v ɔ n ¹	阴平.阳上.阴入.*阴平 阴平.阳上.阴入.*阴平	⁴⁴ ⁴⁴	1294 1295	
1352	EasternLuobuohe	TIGER	tiger			q o ⁰/⁵ + ts əu ⁵⁵	_tiger TIGER	535	6094 6095	535	ts u ᴮ/²	轻声 阴上.阳上.*阴上.*阳上	⁰/⁵ ⁵⁵	308 6095	
1353	WesternLuobuohe	TIGER	tiger			ts u ⁵⁵	TIGER	535	6095	535	ts u ᴮ/²	阴上.阳上.*阴平.*阴上.*阳上	⁵⁵	6095	
1354	SouthernGuizhouChuanqiandian	TIGER	tiger			s o ⁴²	TIGER	535	6095	535	s o ³ᵃ/³	阴上.*阴上.*阳上	⁴²	6095	
1355	WesternXiangxi	TIGER	tiger			t ɑ ³⁵ + tɕ o ⁴⁴	_tiger TIGER	535	6098 6095	535	tɕ o ³	阴平 阴上.阴入.*阴平	³⁵ ⁴⁴	6098 6095	
1356	NorthernQiandong	TIGER	tiger			ɕ ə ³⁵	TIGER	535	6095	535	ɕ ə ³	阴上	³⁵	6095	
1357	WesternBaheng	TIGER	tiger			q a ⁰/³ + p u ⁵³	_TIGER tiger	535	6094 6097			轻声 阴入	⁰/³ ⁵³	308 6097	
1358	EasternBaheng	TIGER	tiger			p au ⁵⁵ + ⁿq ai ³³	_tiger TIGER	535	6093 6094			阴去.*阴平 阳平.*阳平	⁵⁵ ³³	6093 308	
1359	Jiongnai	TIGER	tiger			tʃ u ⁵³	TIGER	535	6095	535	tʃ u ³	阴上.*阴上.*阳上	⁵³	6095	
1360	Mien	TIGER	tiger			t o m ³¹ + s j e n ³¹	_tiger TIGER	750	6096 6092	750	dʑ a n ²	阳平 阳平	³¹ ³¹	6096 6092	
1361	KimMun	TIGER	tiger			ˀt o m ⁵⁵ + g j a ŋ ³³	_tiger TIGER	750	6096 6092	750	g j aː n ²	阴上.阳上.阴入.阳入 阴平.阳平.*阴平	⁵⁵ ³³	6096 6092	
1362	BiaoMin	TIGER	tiger			ʑ ɛ n ³¹	TIGER	750	6092	750	j ɛ n ²	阳平.*阳平	³¹	6092	
1363	ZaoMin	TIGER	tiger			tɕ a n ⁵³	TIGER	750	6092	750	k j ɛ n ²	阳平.*阴去.*阳去	⁵³	6092	
1386	EasternLuobuohe	PANGOLIN	pangolin			q o ⁰/⁵ + ⁿɢ ɛ ³¹ + tsʰ e ³¹ + l i ²⁴ + v ei ⁵⁵	_pangolin _pangolin _pangolin PANGOLIN _pangolin	466	4201 4202 4203 4197 4204	466	wj/ɥ o ŋ ᴬ/¹	轻声 阴平.阳平.*阳平 阴平.阳平.*阳平 阴去.阳去.*阴去.*阳去 阴上.阳上.*阴上.*阳上	⁰/⁵ ³¹ ³¹ ²⁴ ⁵⁵	4201 4202 4203 4197 4204	
1387	WesternLuobuohe	PANGOLIN	pangolin			j ø ŋ ³¹ + ⁿdʑ e ³⁵	PANGOLIN _pangolin	466	4197 4203	466	wj/ɥ o ŋ ᴬ/¹	阴平.阳平.阴入.阳入.*阳平 阴去.阳去.*阴去.*阳去	³¹ ³⁵	4197 4203	
1388	SouthernGuizhouChuanqiandian	PANGOLIN	pangolin			ʐ o ¹³	PANGOLIN	466	4205	466	ʐ o ⁶/¹³	阳去.阴入.*阴去.*阳去	¹³	4205	
1389	WesternXiangxi	PANGOLIN	pangolin			t ɑ ³⁵ + ʐ ɔ ⁴²	_pangolin PANGOLIN	466	4207 4205	466	ʐ ɔ ⁶/¹³	阴平 0	³⁵ ⁴²	4207 4205	
1390	NorthernQiandong	PANGOLIN	pangolin			ɣ o ¹³	PANGOLIN	466	4205	466	ɣ o ⁶/¹³	阴入.*阴去.*阳去	¹³	4205	
1391	WesternBaheng	PANGOLIN	pangolin			j ei ⁴⁴	PANGOLIN	466	4206	466	ɦ j e ⁶/¹³	阳去	⁴⁴	4206	
1392	EasternBaheng	PANGOLIN	pangolin			ŋ */ə ŋ̍ ⁰/³ + k w ei ³¹	PANGOLIN _pangolin	466	4199 4200	466	ɦ j e ⁶/¹³	轻声 阳去.阳入	⁰/³ ³¹	4199 4200	
1393	Jiongnai	PANGOLIN	pangolin			l i ŋ ⁴⁴ + k a ³⁵	_PANGOLIN pangolin	466	4197 4202			阴平.*阴平 阴去.*阴去.*阳去	⁴⁴ ³⁵	4197 4202	
1394	Mien	PANGOLIN	pangolin			l ai ²¹	PANGOLIN	466	4197	466	g ai ⁶/¹³	阳去	²¹	4197	
1395	KimMun	PANGOLIN	pangolin			g j ai ⁴²	PANGOLIN	466	4202	466	g j ai ⁶/¹³	阴去.阳去.阴入.阳入	⁴²	4202	
1396	BiaoMin	PANGOLIN	pangolin			l j ɔ ŋ ³¹ + g a t ⁵³	_PANGOLIN pangolin	466	4197 4198			阳平.*阳平 阴入.*阴上.*阳上	³¹ ⁵³	4197 4198	
1397	ZaoMin	PANGOLIN	pangolin			l e n ⁵³	PANGOLIN	383	4197			阳平.*阴去.*阳去	⁵³	4197	
1445	EasternLuobuohe	PHEASANT	pheasant			q o ⁰/⁵ + z u ŋ ⁵⁵	_PHEASANT pheasant	534	4372 4375			轻声 阴上.阳上.*阴上.*阳上	⁰/⁵ ⁵⁵	23 4375	
1446	WesternLuobuohe	PHEASANT	pheasant			ʔ ə ⁰/² + z o ŋ ⁵⁵	_pheasant PHEASANT	534	4377 4375			轻声 阴上.阳上.*阴平.*阴上.*阳上	⁰/² ⁵⁵	4377 4375	
1447	SouthernGuizhouChuanqiandian	PHEASANT	pheasant			s e ⁵⁵	PHEASANT	534	4374	534	s ə ⁷ᵃ/³	阴去.*阴平	⁵⁵	4374	
1448	WesternXiangxi	PHEASANT	pheasant			n u ⁴² + n u ³¹	PHEASANT _pheasant	384	4376 4378			0 阳平.*阳平	⁴² ³¹	4376 4378	
1449	NorthernQiandong	PHEASANT	pheasant			nʲ o ŋ ⁵⁵	PHEASANT	384	4373			0	⁵⁵	4373	
1450	WesternBaheng	PHEASANT	pheasant			q a ⁰/³ + tɕ eu ⁵⁵	_PHEASANT pheasant	534	4372 4374			轻声 阴去	⁰/³ ⁵⁵	23 4374	
1451	EasternBaheng	PHEASANT	pheasant			ŋ */ə ŋ̍ ⁰/³ + tɕ eu ⁵⁵	_pheasant PHEASANT	534	4373 4374			轻声 阴去.*阴平	⁰/³ ⁵⁵	4373 4374	
1452	Jiongnai	PHEASANT	pheasant			ʃ e ¹² + k ai ⁴⁴	pheasant _PHEASANT	534	4374 4372			阳入 阴平.*阴平	¹² ⁴⁴	4374 23	
1453	Mien	PHEASANT	pheasant			n o ²² + g ui ³¹ + tɕ ai ³³	pheasant _PHEASANT _pheasant	534	4376 4372 4374			阳入 阳平 阴平	²² ³¹ ³³	4376 23 4374	
1454	BiaoMin	PHEASANT	pheasant			g l i ⁴²	PHEASANT	492	4372			阳上.阳去	⁴²	23	
1516	EasternLuobuohe	BEDBUG	bedbug			tɕ i n ³¹ + tɕ i ²⁴ + q e n ²⁴	_BEDBUG bedbug _bedbug	493	370 371 372			阴平.阳平.*阳平 阴去.阳去.*阴去.*阳去 阴去.阳去.*阴去.*阳去	³¹ ²⁴ ²⁴	392 371 372	
1517	WesternLuobuohe	BEDBUG	bedbug			tɕ i n ³¹ + qʰ w ɑ ŋ ⁵⁵	_BEDBUG bedbug	493	370 372			阴平.阳平.阴入.阳入.*阳平 阴上.阳上.*阴平.*阴上.*阳上	³¹ ⁵⁵	392 372	
1518	SouthernGuizhouChuanqiandian	BEDBUG	bedbug			k u/w a ³² + ʈ ɪ ²¹	_BEDBUG bedbug	115	372 371			阴平 阳入.*阳平	³² ²¹	372 371	
